Date,IFCB,Station Number,Distance from 36,Calculated Chlorophyll,Calculated Oxygen,Optical Backscatter,Calculated SPM,Salinity,Temperature,Nitrite,Nitrate + Nitrite,Ammonium,Phosphate,Silicate,Measured Extinction Coefficient
7/23/13,,6,110.9,3,8.2,0.72,27,7.16,20.48,0.55,35.99,2.61,4.06,,2.14
7/23/13,,5,115.63,2.7,8.3,0.74,28,4.93,20.41,,,,,,2.13
7/23/13,,3,125.32,2.8,8.3,0.77,29,2.17,20.78,0.48,27.78,2.23,3.07,,2.1
7/23/13,,2,127.71,2.9,8.4,0.71,27,1.45,20.97,,,,,,2.1
7/23/13,,649,132.94,3.1,8.3,0.73,28,0.5,21.44,0.65,20.09,2.99,2.18,,2.18
7/23/13,,657,147.25,2.7,8,0.48,16,0.07,22.14,0.66,11.43,8.8,1.8,,1.16
8/28/13,,657,147.25,1.4,7.9,0.41,16,0.09,21.78,0.76,11.13,11.99,1.99,,
8/28/13,,649,132.94,2.7,8.2,0.67,25,0.14,21.65,0.9,15.62,6.27,1.96,,
8/28/13,,2,127.71,2.2,8.2,0.72,26,1.38,21.3,,,,,,
8/28/13,,3,125.32,2.2,8.3,0.79,29,1.76,21.17,0.59,18.24,3.08,2.22,,
8/28/13,,5,115.63,1.9,8.2,0.7,26,4.95,20.96,,,,,,1.96
8/28/13,,6,110.9,2.5,8.2,0.55,21,7.41,20.88,0.62,24.58,3.75,2.84,,1.39
8/28/13,,7,104.98,2.8,7.8,0.55,20,13.11,20.85,,,,,,1.49
8/28/13,,9,96.79,2,7.5,0.5,19,18.24,20.5,1,28.46,6.55,3.75,,1.36
8/28/13,,10,93.6,1.9,7.4,0.44,17,19.93,20.44,,,,,,1.29
8/28/13,,11,89.77,3.1,7.3,0.56,21,23.01,20.53,,,,,,1.4
8/28/13,,12,84.45,5.4,7.4,0.46,17,25.47,20.27,,,,,,1.37
8/28/13,,13,78.54,5,7.3,0.32,12,27.23,19.97,1.08,23.87,4.51,3.57,,0.99
8/28/13,,14,74.43,4.4,7.2,0.27,11,28.67,19.55,,,,,,0.9
8/28/13,,15,69.99,3.5,7.1,0.25,10,28.76,19.4,1.09,21.2,5.32,2.94,,0.95
8/28/13,,16,63.08,5.7,7.2,0.21,9,30.45,18.48,,,,,,0.72
8/28/13,,17,58.89,5.5,7.3,0.18,8,31.01,18.31,,,,,,0.73
8/28/13,,18,54.95,,7.3,0.19,8,31.38,18.03,1.02,16.38,5.87,2.41,,0.73
8/28/13,,20,51.45,,7.4,0.17,7,31.34,18.22,,,,,,0.79
8/28/13,,21,46.63,,7.1,0.27,10,31.63,19.63,1.73,21.8,6.05,4.12,,1.03
8/28/13,,22,43.92,,7.2,0.23,8,31.65,19.18,,,,,,0.91
8/28/13,,23,39.66,,7.1,0.29,10,31.69,20.65,,,,,,1.09
8/28/13,,24,37.09,,6.8,0.34,12,31.7,20.66,2.7,29.42,6.34,4.61,,1.19
8/28/13,,25,32.84,,6.9,0.32,12,31.86,21.19,,,,,,1.17
8/28/13,,26,28.76,,6.7,0.28,10,32,21.59,,,,,,1.12
8/28/13,,27,26.19,,6.5,0.32,12,32.1,21.8,2.03,29.45,6.49,7.12,,1.25
8/28/13,,28,23.57,3.8,6.9,0.32,11,32.12,22.07,,,,,,1.27
8/28/13,,29,20.25,3.6,6.7,0.32,12,32.07,22.11,,,,,,1.31
8/28/13,,30,14.75,5.5,7.1,0.34,12,32.24,22.3,1.46,28.23,3.37,8.07,,1.28
8/28/13,,31,10.61,5.1,6.7,0.4,15,32.23,22.07,,,,,,0.95
8/28/13,,32,8.15,6.4,6.7,0.39,14,32.18,22.18,1.48,28.64,4.12,8.6,,0.96
8/28/13,,33,6.81,6.9,7,0.48,18,32.19,22.5,,,,,,1.14
8/28/13,,34,3.53,4.7,6.3,0.61,23,31.71,22.75,,,,,,2.16
8/28/13,,35,1.66,3.6,6.2,0.84,32,31.41,22.45,,,,,,2.08
8/28/13,,36,0,5.6,6.4,0.84,32,30.98,22.7,3.08,48.91,10.98,11.99,,3.31
9/26/13,,657,147.25,1.8,8,0.52,16,0.09,19.45,1.18,17.22,14.76,2.53,,
9/26/13,,649,132.94,3.3,8.1,0.74,22,0.19,19.88,1.17,20.49,4.96,2.23,,
9/26/13,,2,127.71,2.3,8.2,0.7,21,1.1,19.41,,,,,,
9/26/13,,3,125.32,1.6,8.2,0.71,21,1.96,19.54,0.51,20.74,2.76,2.46,,1.86
9/26/13,,5,115.63,1.3,8.1,0.67,20,5.04,19.37,,,,,,1.64
9/26/13,,6,110.9,2.3,8,0.89,26,9.33,19.39,0.77,26.33,5.21,3.38,,2.11
9/26/13,,7,104.98,2.5,7.9,0.73,22,12.96,18.98,,,,,,1.72
9/26/13,,9,96.79,2.2,7.7,0.45,14,17.61,18.95,0.95,27.42,5.97,3.88,,1.25
9/26/13,,10,93.6,3.3,7.6,0.46,14,19.89,18.86,,,,,,1.42
9/26/13,,11,89.77,3.7,7.5,0.99,29,22.92,18.84,,,,,,2.04
9/26/13,,12,84.45,4.8,7.5,0.96,28,23.22,18.53,,,,,,2.51
9/26/13,,13,78.54,3.9,7.3,0.42,13,27.75,18.03,1.06,22.98,5.11,3.57,,1.23
9/26/13,,14,74.43,4.1,7.2,0.42,13,28.57,17.84,,,,,,1.17
9/26/13,,15,69.99,5.7,7.4,0.73,22,26.84,18.2,1.04,24.12,4.16,3.7,,1.89
9/26/13,,16,63.08,4.8,7.2,0.36,11,29.31,17.35,,,,,,0.87
9/26/13,,17,58.89,6.7,7.1,0.31,10,31.35,16.89,,,,,,0.81
9/26/13,,18,54.95,7.3,7.2,0.27,9,31.23,16.82,1.09,19.04,6.1,2.91,,0.84
9/26/13,,20,51.45,9.4,7.5,0.22,7,31.33,17.72,,,,,,0.94
9/26/13,,21,46.63,8.7,7.2,0.25,7,31.42,18.03,1.72,18.28,7.05,3.48,,0.88
9/26/13,,22,43.92,6.9,7,0.24,7,31.73,18.78,,,,,,0.97
9/26/13,,23,39.66,6,7,0.38,13,32.02,19.53,,,,,,1.24
9/26/13,,24,37.09,6.3,7.1,0.39,13,32.09,19.81,3.36,21.35,3.93,4.83,,1.51
9/26/13,,25,32.84,6.3,7.1,0.4,14,32.23,19.9,,,,,,1.26
9/26/13,,26,28.76,5.9,7.2,0.49,18,32.13,19.3,,,,,,1.36
9/26/13,,27,26.19,6.7,7.2,0.4,14,32.19,19.46,3.81,33.38,4.06,7.14,,0.83
9/26/13,,28,23.57,6.1,7.3,0.38,13,32.27,19.66,,,,,,1.36
9/26/13,,29,20.25,6.2,7.2,0.46,17,32.2,19.3,,,,,,1.16
9/26/13,,30,14.75,6.9,7.3,0.49,18,32.28,19.29,3.07,34.63,3.28,8.11,,1.29
9/26/13,,31,10.61,7.7,7.3,0.54,20,32.23,18.89,,,,,,1.36
9/26/13,,32,8.15,6.6,7.2,0.57,21,32.26,19.02,2.59,34.14,3.47,8.27,,1.78
9/26/13,,33,6.81,7,7.3,0.78,31,32.18,19,,,,,,2.19
9/26/13,,34,3.53,5.3,7.1,1.34,57,31.8,18.62,,,,,,3.71
9/26/13,,35,1.66,6.6,7.1,0.7,28,31.23,18.44,,,,,,1.74
9/26/13,,36,0,5.6,7.1,1.15,48,30.86,18.59,3,50.6,5.61,11.53,,3.13
10/24/13,,36,0,3.5,6.9,0.66,32,30.97,17.42,,,,,,
10/24/13,,35,1.66,3.7,6.9,0.67,32,31.32,17.37,,,,,,
10/24/13,,34,3.53,3.5,6.9,,,31.53,17.31,2.95,43.21,3.48,8.65,,1.87
10/24/13,,33,6.81,3.3,7,0.57,27,31.81,17.42,,,,,,1.59
10/24/13,,32,8.15,3.2,7.1,0.46,21,31.82,17.24,3.11,39.46,2.57,8.36,,1.34
10/24/13,,31,10.61,3.1,7,0.41,19,32,17.36,,,,,,1.27
10/24/13,,30,14.75,3,7,0.45,21,32.18,17.18,4.27,36.79,2.2,6.94,,1.34
10/24/13,,29.5,17.56,2.9,7,0.46,21,32.16,17.19,,,,,,1.3
10/24/13,,29,20.25,2.8,7,0.39,17,32.19,17.17,,,,,,1.16
10/24/13,,28,23.57,2.8,6.9,0.5,23,32.22,17.1,,,,,,1.44
10/24/13,,27,26.19,2.8,7,0.45,21,32.23,16.9,5.42,37.41,1.09,6.28,,1.33
10/24/13,,26,28.76,3,6.9,0.56,26,32.21,17.09,,,,,,1.53
10/24/13,,25,32.84,3.1,6.9,0.62,29,32.21,17.28,,,,,,1.66
10/24/13,,24,37.09,4.2,6.9,0.62,29,32.05,17.16,4.26,34.65,4.97,5.6,,1.66
10/24/13,,23,39.66,4.2,6.9,0.49,23,31.71,16.19,,,,,,1.41
10/24/13,,22,43.92,4.1,6.9,0.32,14,31.64,15.43,,,,,,1.04
10/24/13,,21,46.63,3.9,7,0.32,14,31.56,15.15,1.72,24.57,7.7,2.99,,0.99
10/24/13,,20,51.45,4,7,0.23,9,31.63,14.78,,,,,,
10/24/13,,18,54.95,3.8,7,0.22,9,31.77,14.52,2.2,26.34,7.98,3.72,,0.75
10/25/13,,657,147.25,1.5,8.7,0.19,8,0.08,16.81,1.84,28.49,16.29,2.8,,
10/25/13,,649,132.94,1.8,9,0.55,19,1.48,16.63,1.36,28.34,3.05,2.27,,
10/25/13,,2,127.71,2.2,8.9,0.41,15,3.67,16.65,,,,,,
10/25/13,,3,125.32,3,8.8,0.37,13,4.83,16.58,0.8,28.07,4.24,2.45,,
10/25/13,,4,119.9,2,8.8,0.42,15,6.61,16.46,,,,,,
10/25/13,,5,115.63,2.4,8.8,0.55,19,8.9,16.13,,,,,,1.65
10/25/13,,6,110.9,2.2,8.6,0.59,20,12.46,15.93,1.24,35.25,6.69,3.54,,1.66
10/25/13,,7,104.98,2.3,8.1,0.48,17,17.64,16.36,,,,,,1.49
10/25/13,,8,99.77,1.8,7.9,0.28,11,20.26,16.45,,,,,,1.17
10/25/13,,9,96.79,3,7.7,0.36,13,22.97,16.26,1.53,28.56,6.12,3.13,,1.37
10/25/13,,10,93.6,3.8,7.7,0.4,15,23.47,15.97,,,,,,1.28
10/25/13,,11,89.77,5.3,7.6,0.42,15,24.46,15.98,,,,,,1.13
10/25/13,,12,84.45,3.3,7.5,0.31,12,25.51,16.03,,,,,,0.99
10/25/13,,13,78.54,3.1,7.5,0.22,9,27.8,15.75,1.71,27.2,4.14,3.22,,0.84
10/25/13,,14,74.43,3.3,7.4,0.2,9,28.65,15.51,,,,,,0.8
10/25/13,,15,69.99,2.6,7.3,0.24,10,28.65,15.54,1.59,26.43,4.37,3.27,,0.84
10/25/13,,16,63.08,3.8,7.1,0.24,10,30.71,14.8,,,,,,0.82
10/25/13,,17,58.89,3,7.3,0.19,8,30.73,15.03,,,,,,0.71
10/25/13,,18,54.95,1.3,7,0.2,9,31.78,14.49,2.06,27.47,7.72,4,,0.73
11/19/13,,18,54.95,2.6,7,,,31.72,13.12,2.16,27.8,6.41,3.45,,0.86
11/19/13,,17,58.89,3.1,7.2,0.28,9,30.9,13.24,,,,,,0.91
11/19/13,,16,63.08,3.5,7.3,0.29,10,30.31,13.43,,,,,,1
11/19/13,,15,69.99,3.5,7.5,0.34,12,28.43,13.77,2.06,32.36,5.5,4.04,,1.01
11/19/13,,14,74.43,3.1,7.6,0.29,10,28.23,13.77,,,,,,0.93
11/19/13,,13,78.54,3.9,7.7,0.31,11,27.68,13.85,1.76,31.86,3.83,3.81,,1.03
11/19/13,,12,84.45,2.5,7.9,0.33,12,23.7,14.09,,,,,,
11/19/13,,11,89.77,1.8,7.9,0.34,12,21.86,14.17,,,,,,1.07
11/19/13,,10,93.6,1.8,8.1,0.37,13,20.39,14.23,,,,,,1.11
11/19/13,,9,96.79,1.5,8,0.4,14,20.87,14.2,1.7,34.59,8.07,3.59,,1.15
11/19/13,,8,99.77,2.1,8.1,0.43,16,19.38,14.23,,,,,,1.25
11/19/13,,7,104.98,2.1,8.4,0.39,14,17.18,14.24,,,,,,1.2
11/19/13,,6,110.9,2.7,8.7,0.41,15,12.85,14.11,1.36,35.53,9.03,3.1,,1.35
11/19/13,,5,115.63,2.4,8.8,0.57,22,11.62,14.03,,,,,,1.62
11/19/13,,4,119.9,2.6,8.9,0.33,11,8.87,14.19,,,,,,1.12
11/19/13,,3,125.32,3.2,9,0.47,17,8.56,14.18,1.26,36.59,7.93,3.08,,1.47
11/19/13,,2,127.71,3,9,0.39,14,7.58,14.1,,,,,,1.33
11/19/13,,649,132.94,2.4,9,0.76,30,5.78,14.14,1.25,35.53,7.41,2.48,,2.06
11/19/13,,657,147.25,2.5,8.9,0.58,22,0.38,13.78,1.91,32.89,13.3,2.42,,1.56
11/25/13,,36,0,4.1,7.4,0.89,34,29.58,13.28,4.26,70.68,,9.06,,1.88
11/25/13,,35,1.66,4.3,7.4,0.85,32,29.76,13.22,,,,,,1.9
11/25/13,,34,3.53,4.2,7.3,0.88,33,30.48,13.37,,,,,,2.02
11/25/13,,33,6.81,3.8,7.4,0.64,24,30.47,13.25,,,,,,1.56
11/25/13,,32,8.15,3.8,7.4,0.64,24,30.93,13.49,2.32,56,3.26,7.62,,1.71
11/25/13,,31,10.61,3.4,7.4,0.54,20,31.37,13.62,,,,,,1.35
11/25/13,,30,14.75,3.4,7.4,0.6,22,31.62,13.8,4.78,52.17,3.69,7.52,,1.57
11/25/13,,29.5,17.56,3.1,7.3,0.54,20,31.67,13.72,,,,,,1.62
11/25/13,,29,20.25,3.1,7.4,0.39,14,31.76,13.76,,,,,,1.26
11/25/13,,28,23.57,3.2,7.5,0.39,14,31.83,13.79,,,,,,1.51
11/25/13,,27,26.19,3.3,7.6,0.42,16,31.87,13.87,6.26,40.06,1.01,5.45,,1.32
11/25/13,,26,28.76,3.2,7.6,0.34,12,31.84,14.07,,,,,,1.15
11/25/13,,25,32.84,3.2,7.6,0.33,12,31.82,13.84,,,,,,0.93
11/25/13,,24,37.09,3.1,7.5,0.34,12,31.55,13.78,4.28,34.23,8.15,4.64,,1.29
11/25/13,,23,39.66,2.8,7.4,0.4,15,31.32,13.56,,,,,,1.23
11/25/13,,22,43.92,2.8,7.6,0.24,9,30.92,13.41,,,,,,0.81
11/25/13,,21,46.63,2.6,7.5,0.23,8,30.77,13.12,1.88,26.05,8.03,3.01,,0.94
11/25/13,,20,51.45,2.5,7.5,0.27,10,30.46,13.06,,,,,,0.93
11/25/13,,18,54.95,3.4,7.7,0.23,8,30.24,12.65,2.09,30.58,6.55,3.91,,0.75
12/3/13,,34,3.53,10,7.2,6.39,260,28.28,13.15,3.88,80.49,5.96,8.96,,
12/3/13,,33,6.81,7.5,7.5,2.3,99,29.46,13.64,,,,,,
12/3/13,,32,8.15,5.3,7.4,1.62,72,29.95,13.76,4.53,64.64,2.8,7.81,,
12/3/13,,31,10.61,5.3,7.4,1.5,67,30.35,13.78,,,,,,
12/3/13,,30,14.75,4,7.4,1.25,57,31,13.83,5.41,53.48,3.09,6.75,,
12/3/13,,29,20.25,3.4,7.4,1.17,54,31.41,13.75,,,,,,
12/3/13,,28,23.57,2.8,7.4,1.02,48,31.56,13.71,,,,,,2.96
12/3/13,,27,26.19,2.8,7.5,1.04,49,31.62,13.54,6.33,41.06,2.62,5.36,,2.48
12/3/13,,26,28.76,3.2,7.6,0.93,44,31.53,13.48,,,,,,2.28
12/3/13,,25,32.84,2.9,7.6,0.79,39,31.35,13.4,,,,,,
12/3/13,,24,37.09,3.8,7.5,1.09,51,30.81,13.07,2.76,31.47,8.43,3.62,,2.57
12/3/13,,23,39.66,3.6,7.5,1.13,53,30.7,12.67,,,,,,
12/3/13,,22,43.92,3.5,7.5,0.46,26,31.41,12.5,,,,,,
12/3/13,,21,46.63,3.2,7.5,0.38,23,31.22,12.44,1.68,23.29,6.82,2.66,,
12/3/13,,18,54.95,4.4,7.5,0.39,17,32.32,12.21,0.99,18.58,5.25,2.14,,0.93
12/3/13,,17,58.89,4.2,7.5,0.4,17,31.81,12.32,,,,,,0.96
12/3/13,,16,63.08,3.7,7.5,0.45,19,31.61,12.36,,,,,,1.05
12/3/13,,15,69.99,3.6,7.6,0.8,31,30.67,12.39,1.56,26.53,6.58,3.16,,1.7
12/3/13,,14,74.43,3.6,7.6,0.81,32,30.33,12.43,,,,,,1.67
12/3/13,,13,78.54,3.7,7.6,0.83,32,30.06,12.48,1.54,26,6.67,2.87,,1.87
12/3/13,,12,84.45,3.6,7.7,1.24,47,28.17,12.63,,,,,,2.56
12/3/13,,11,89.77,4.1,8.2,,,25.45,12.34,,,,,,4.83
12/3/13,,10,93.6,3.9,8.2,1.79,67,24.96,12.36,,,,,,3.77
12/3/13,,9,96.79,2.6,8.2,1.55,58,24.65,12.42,1.66,34.33,7.23,3.6,,3.43
12/3/13,,7,104.98,1.8,8.2,0.91,35,22.81,12.52,,,,,,2.23
12/3/13,,6,110.9,2,8.5,1.03,39,19.01,12.58,1.21,35.53,10.22,3.13,,2.31
12/3/13,,5,115.63,2.2,9,1.2,46,14.75,12.26,,,,,,2.66
12/3/13,,3,125.32,2.4,9.3,2.12,78,11.23,12.08,1.25,37.05,10.58,2.67,,3.76
12/3/13,,2,127.71,2,9.2,1.59,59,11.01,12.19,,,,,,3.12
12/3/13,,649,132.94,1.7,9.3,1.57,59,8.15,12.25,1.42,36.31,10.66,2.37,,2.94
12/3/13,,657,147.25,1.8,9.4,0.79,31,1.21,11.84,2.09,34.68,12.65,2.23,,1.81
1/14/14,,34,3.53,6.7,8,1,32,27.68,10.77,3.12,92.84,7.47,8.23,,
1/14/14,,33,6.81,5.4,8.2,0.91,30,28.97,11.4,,,,,,
1/14/14,,32,8.15,4.9,8.2,0.75,26,29.59,11.37,2.75,67.97,7.3,7.19,,
1/14/14,,31,10.61,4,8.2,0.56,22,30.01,11.31,,,,,,
1/14/14,,30,14.75,3.4,8,0.5,21,30.43,11.11,2.73,51.54,10.01,6.32,,
1/14/14,,29,20.25,2.8,7.9,0.54,22,30.76,11.08,,,,,,
1/14/14,,28,23.57,2.7,7.9,0.48,21,30.85,10.95,,,,,,1.37
1/14/14,,27,26.19,2.6,8,0.53,22,30.85,10.88,2.5,41.74,10.45,5.6,,1.5
1/14/14,,26,28.76,2.6,8.1,0.61,23,30.82,10.96,,,,,,1.61
1/14/14,,25,32.84,2.8,8.2,0.68,25,30.69,10.94,,,,,,
1/14/14,,24,37.09,2.8,8,0.42,19,30.51,10.92,1.19,26.82,8.73,3.41,,1.23
1/14/14,,23,39.66,2.7,7.9,0.61,23,30.59,10.93,,,,,,1.52
1/14/14,,22,43.92,2.4,7.9,0.24,15,31,10.94,,,,,,0.79
1/14/14,,21,46.63,2.6,7.9,0.24,15,30.82,10.94,0.93,20.23,7.44,2.39,,0.81
1/14/14,,20,51.45,2.2,7.7,0.29,8,31.9,11.13,,,,,,
1/14/14,,18,54.95,2.5,7.6,0.35,12,32,11.14,0.46,11.16,4.91,1.71,,0.91
1/14/14,,17,58.89,2.5,8.1,0.21,9,30.97,10.94,,,,,,0.77
1/14/14,,16,63.08,2.8,7.8,0.32,11,31.34,11.03,,,,,,0.83
1/14/14,,15,69.99,2.6,8.3,0.24,9,28.68,10.73,0.91,26.71,7.52,2.77,,0.69
1/14/14,,14,74.43,2.4,8.2,0.25,10,29.09,10.85,,,,,,0.81
1/14/14,,13,78.54,2.5,8.2,0.29,11,28.75,11.02,0.96,26.42,6.54,2.71,,0.86
1/14/14,,12,84.45,2.7,8.8,0.33,12,25.28,10.66,,,,,,0.98
1/14/14,,11,89.77,2.9,8.9,0.41,14,22.6,10.3,,,,,,1.02
1/14/14,,10,93.6,3.1,8.8,0.48,15,23.32,10.34,,,,,,1.1
1/14/14,,9,96.79,2.8,8.9,0.44,14,21.97,10.35,0.78,26.58,9.8,2.31,,0.98
1/14/14,,7,104.98,4.2,9.1,0.71,21,19.6,10.4,,,,,,1.66
1/14/14,,6,110.9,5.6,9.5,0.72,21,16.78,10.15,1.02,34.18,12.57,2.31,,1.5
1/14/14,,5,115.63,7.8,9.9,0.82,24,12.4,9.84,,,,,,1.69
1/14/14,,3,125.32,4,10,0.77,22,9.14,9.84,1.25,44.42,15.87,2.75,,1.75
1/14/14,,2,127.71,1.9,9.9,0.79,23,8.96,9.65,,,,,,1.8
1/14/14,,649,132.94,1.7,10.1,0.93,26,5.95,9.41,1.37,46.21,12.57,2.76,,2.06
1/14/14,,657,147.25,3.5,10.2,0.78,23,0.64,9.16,1.23,40,19.53,2.7,,1.75
1/24/14,,36,0,6.2,8.7,0.6,19,28.86,11.54,2.65,88.49,3.07,7.87,,1.2
1/24/14,,35,1.66,5.5,8.5,0.56,18,29.3,11.59,,,,,,1.2
1/24/14,,34,3.53,5.1,8.5,0.63,21,28.96,11.22,,,,,,1.37
1/24/14,,33,6.81,3.7,8.3,0.71,25,29.84,11.61,,,,,,1.55
1/24/14,,32,8.15,3.4,8.3,0.52,16,30.01,11.64,2.25,55.22,7.66,6.29,,1.41
1/24/14,,31,10.61,2.6,8.1,0.43,11,30.27,11.63,,,,,,1.26
1/24/14,,30,14.75,2.3,8.1,0.33,7,30.46,11.5,2.39,48.66,10.81,5.94,,1.06
1/24/14,,29.5,17.56,2,8.2,0.43,11,30.56,11.48,,,,,,1.23
1/24/14,,29,20.25,2,8.4,0.45,12,30.68,11.59,,,,,,1.32
1/24/14,,28,23.57,2.2,8.2,0.49,14,30.77,11.71,,,,,,1.53
1/24/14,,27,26.19,2.6,8,,24,30.81,11.71,1.48,27.44,9.11,4.04,,1.7
1/24/14,,26,28.76,2.6,,,23,30.8,11.7,,,,,,1.77
1/24/14,,25,32.84,2.7,,,22,30.81,11.71,,,,,,1.6
1/24/14,,24,37.09,2.9,8,,20,30.67,11.74,1.95,34.03,12.35,4.55,,1.39
1/24/14,,23,39.66,3.1,8,,17,30.6,11.78,,,,,,1.26
1/24/14,,22,43.92,3.4,8.1,,12,30.6,11.57,,,,,,1
1/24/14,,21,46.63,3.4,8.2,,12,30.57,11.48,1.15,25.25,8.84,3.1,,0.94
1/24/14,,20,51.45,3.6,8.2,,9,30.67,11.44,,,,,,0.75
1/24/14,,18,54.95,3.2,8.1,,17,30.91,11.25,0.92,19.45,6.2,2.1,,1.16
1/31/14,,18,54.95,3,7.9,,11,31.81,11.87,0.71,18.41,5.29,2.11,,1.09
1/31/14,,20,51.45,3.4,8,,33,31.78,11.86,,,,,,1.81
1/31/14,,21,46.63,2.7,8,,24,31.37,11.91,0.67,17.09,6.37,2.11,,1.53
1/31/14,,22,43.92,2.6,8,,12,31.37,11.94,,,,,,1.19
1/31/14,,23,39.66,3.1,8,,30,31.08,11.96,,,,,,1.75
1/31/14,,24,37.09,2.7,8,,23,30.79,11.99,0.93,23.04,7.06,2.62,,1.58
1/31/14,,25,32.84,3.7,8.1,,41,30.6,12.04,,,,,,2.16
1/31/14,,26,28.76,3.9,8.1,,39,30.59,12.2,,,,,,1.76
1/31/14,,27,26.19,3.7,8.1,,31,30.6,12.49,2.17,39.99,13.39,4.96,,1.81
1/31/14,,28,23.57,3.5,8.1,,32,30.63,12.43,,,,,,2.03
1/31/14,,29,20.25,4,8.1,,76,30.67,12.42,,,,,,3.4
1/31/14,,29.5,17.56,3.8,8.1,,50,30.64,12.44,,,,,,2.25
1/31/14,,30,14.75,3.2,8.1,,35,30.57,12.52,2.08,37.64,12.06,4.89,,1.97
1/31/14,,31,10.61,3.8,8.1,,22,30.43,12.89,,,,,,1.18
1/31/14,,32,8.15,4.2,8.1,,20,30.22,13.09,1.47,57.62,8.86,6.32,,1.19
1/31/14,,33,6.81,4.8,8.1,,24,30.17,13.22,,,,,,1.74
1/31/14,,34,3.53,5.8,8.1,,27,29.96,13.28,,,,,,1.87
1/31/14,,35,1.66,7.3,8.1,,26,29.61,13.55,,,,,,2.2
1/31/14,,36,0,10.7,8.1,,42,29.07,13.71,2.03,60.79,3.91,6.62,,2.19
2/11/14,,36,0,7.9,8.4,0.69,25,26.14,13.16,2.25,81.25,10.79,7.57,,
2/11/14,,35,1.66,5.5,8.3,0.72,26,27.29,12.97,,,,,,
2/11/14,,34,3.53,4.5,8.2,0.68,25,28.34,12.75,,,,,,
2/11/14,,33,6.81,3.8,8.2,0.32,10,28.94,12.66,,,,,,
2/11/14,,32,8.15,3,8.2,0.39,13,29.35,12.51,2.23,52.57,10.43,5.93,,
2/11/14,,31,10.61,2.7,8.2,0.35,11,29.57,12.47,,,,,,1.14
2/11/14,,30,14.75,2.2,8.2,0.6,21,30.19,12.32,2.06,40.42,12.09,5.11,,1.32
2/11/14,,29,20.25,2.1,8.2,0.7,25,30.31,12.14,,,,,,1.64
2/11/14,,28,23.57,2.1,8.2,0.59,21,30.29,12.13,,,,,,1.42
2/11/14,,27,26.19,2.2,8.2,0.71,26,30.32,12.02,1.95,37.15,15.17,4.81,,1.58
2/11/14,,26,28.76,2.4,8.1,0.77,28,30.26,12.01,,,,,,1.62
2/11/14,,25,32.84,1.7,8.1,0.38,12,30.17,11.85,,,,,,0.96
2/11/14,,24,37.09,1.7,8.1,0.36,11,30.04,11.85,0.98,22.86,10.62,3.1,,0.95
2/11/14,,23,39.66,1.6,8.1,0.37,12,30.1,11.84,,,,,,1.02
2/11/14,,22,43.92,1.5,8.1,0.26,7,30.63,11.84,,,,,,0.68
2/11/14,,21,46.63,1.7,8.1,0.29,8,29.85,11.82,0.81,21.38,9.32,2.66,,0.74
2/11/14,,20,51.45,0.6,8.1,0.24,5,30.62,11.99,,,,,,0.72
2/11/14,,18,54.95,1.6,8.1,0.27,6,30.97,11.85,0.35,9.24,7.61,1.47,,0.64
2/11/14,,17,58.89,1.6,8.2,0.22,5,30.53,11.87,,,,,,0.55
2/11/14,,16,63.08,1.3,8.2,0.23,5,30.3,11.93,,,,,,0.65
2/11/14,,15,69.99,1.5,8.6,0.27,7,25.56,12.6,0.87,28.9,8.61,2.64,,0.81
2/11/14,,14,74.43,1.8,8.4,0.27,6,27.46,11.91,,,,,,0.8
2/11/14,,13,78.54,2.8,8.8,0.29,7,24.78,12.1,0.62,20.96,7.07,1.9,,0.82
2/11/14,,12,84.45,3.8,8.8,0.57,18,21.55,11.72,,,,,,1.72
2/11/14,,11,89.77,3.5,8.9,0.55,17,19.47,11.79,,,,,,1.39
2/11/14,,10,93.6,2.7,9,0.41,12,17.44,11.82,,,,,,1.17
2/11/14,,9,96.79,2.8,9.1,0.45,13,16.48,11.94,1.27,41.94,12.89,2.68,,1.32
2/11/14,,7,104.98,2.8,9.4,0.49,15,12.1,12.13,,,,,,1.35
2/11/14,,6,110.9,2.4,9.6,0.73,24,9.65,11.8,1.37,48.46,12.71,2.7,,1.87
2/11/14,,5,115.63,1.9,9.6,0.52,16,8.82,11.48,,,,,,1.49
2/11/14,,3,125.32,1.5,9.8,0.47,14,4.44,11.68,1.51,51.35,12.02,2.66,,1.37
2/11/14,,2,127.71,1.5,9.8,0.77,25,3.56,11.39,,,,,,1.95
2/11/14,,649,132.94,3.1,9.9,0.6,19,1.23,11.36,1.58,49.03,16.74,2.71,,1.75
2/11/14,,657,147.25,5.3,9.2,0.64,20,0.13,11.3,1.29,45.33,35.27,3.64,,
2/24/14,,36,0,5,8.3,0.53,17,28.64,14.04,1.62,49.12,3.81,6.16,,1.04
2/24/14,,35,1.66,4.5,8.4,0.4,12,28.83,14.01,,,,,,0.99
2/24/14,,34,3.53,4.3,8.5,0.31,8,29.14,13.92,,,,,,0.88
2/24/14,,33,6.81,3.5,8.3,0.32,8,29.33,13.9,,,,,,0.89
2/24/14,,32,8.15,3,8.2,0.32,8,29.39,13.8,1.59,40.08,6.42,5.26,,0.99
2/24/14,,31,10.61,2.9,8.1,0.3,7,29.59,13.76,,,,,,1.03
